Gene	SRR11319298	SRR11319299	SRR11319300	SRR11319307	SRR11319308	SRR11319309
IKBIP	1514	1353	1574	1493	1357	1143
APAF1	1861	1523	1971	1847	1605	1294
ANKS1B	17	13	10	7	4	5
RP11-406H4.1	0	0	0	0	0	0
FAM71C	0	0	0	0	0	3
UHRF1BP1L	2062	1641	2233	1987	1815	1464
GOLGA2P5	249	196	212	234	206	180
MIR1827	1	0	0	0	0	0
ACTR6	1270	1097	1395	1285	1147	948
DEPDC4	83	56	100	56	73	40
SCYL2	5743	4845	5873	5817	5625	4523
SLC17A8	0	0	0	1	1	3
NR1H4	0	0	0	0	0	1
GAS2L3	1653	1412	1822	1441	1226	977
ANO4	1	5	2	2	3	2
SLC5A8	0	0	0	0	0	0
UTP20	3606	3055	3938	3688	3289	2675
ARL1	3058	2597	3182	3314	3004	2589
SPIC	0	0	0	0	0	0
MYBPC1	0	1	0	0	2	0
CHPT1	757	702	837	687	690	496
SYCP3	12	15	6	4	8	10
LOC101928981	5	2	2	4	0	3
GNPTAB	2386	2038	2510	2251	2169	1765
LOC101929005	11	3	7	7	5	5
DRAM1	1447	1265	1513	1174	1103	874
CCDC53	368	278	362	323	306	273
NUP37	2312	1961	2597	2442	2163	1742
PARPBP	676	470	584	498	488	382
PMCH	1	4	4	1	5	1
IGF1	0	0	0	0	2	1
LINC00485	0	0	0	0	0	0
PAH	1	0	1	0	1	0
LOC101929036	0	0	0	0	0	0
ASCL1	0	0	0	0	0	0
LOC101929058	0	0	0	0	0	0
C12orf42	9	4	6	7	5	4
RP11-626I20.3	0	0	0	0	0	0
STAB2	13	5	6	11	7	6
LOC101930305	4	2	5	5	6	4
NT5DC3	628	585	799	736	597	457
LOC102723501	1	0	1	0	0	0
GNN	15	21	13	11	7	12
HSP90B1	39962	34226	41917	41060	37084	31450
MIR3652	0	0	0	0	0	0
C12orf73	332	303	371	296	283	250
TDG	2463	2137	2753	2644	2359	1948
GLT8D2	99	62	108	94	63	57
HCFC2	592	537	663	683	597	504
NFYB	1469	1276	1468	1465	1303	1138
TXNRD1	28455	25078	31646	29044	26018	21060
EID3	54	34	44	59	51	46
CHST11	1851	1826	2322	2250	1991	1697
MIR3922	0	0	0	0	0	0
SLC41A2	374	422	518	468	429	326
C12orf45	253	221	323	297	270	221
ALDH1L2	423	363	502	360	338	303
KIAA1033	3277	2764	3483	3224	2937	2550
APPL2	1023	842	1053	1009	883	777
C12orf75	872	742	1002	1001	962	724
CASC18	1	0	1	1	0	0
NUAK1	333	375	365	469	397	333
CKAP4	1650	1594	1946	1530	1369	1126
LOC101929132	3	2	5	4	3	1
TCP11L2	160	135	151	134	160	95
POLR3B	1050	924	1232	1128	971	908
LOC100287944	0	0	1	3	2	1
RFX4	1	3	3	3	2	0
RP11-482D24.2	4	1	0	1	1	0
RIC8B	648	574	703	569	685	519
LOC102723527	0	0	0	0	0	0
C12orf23	2606	2266	2676	2803	2665	2214
MTERFD3	312	292	347	343	297	267
CRY1	1213	1026	1293	1342	1168	928
BTBD11	363	300	362	339	299	292
PWP1	2142	1903	2566	2237	1998	1699
PRDM4	911	742	941	741	690	558
RP11-864J10.4	9	5	7	13	7	8
ASCL4	0	0	0	0	0	0
LOC101929187	0	0	1	0	0	0
LOC728739	5	16	10	7	10	7
WSCD2	0	0	0	0	0	0
CMKLR1	0	0	0	0	2	4
LOC102723562	0	1	1	1	0	0
FICD	74	55	87	78	88	55
SART3	4082	3560	4569	4289	3847	3141
ISCU	1617	1320	1691	1539	1485	1189
TMEM119	0	0	0	0	0	0
SELPLG	16	18	12	31	28	20
MIR4496	1	0	0	0	0	0
CORO1C	11531	9917	12717	11796	10483	8642
SSH1	1835	1634	1989	2075	1770	1414
LOC101929204	3	3	4	10	8	4
MIR619	0	0	0	1	1	0
DAO	0	0	0	0	1	0
SVOP	0	0	0	0	0	0
USP30	389	379	483	409	411	288
USP30-AS1	0	1	2	0	2	0
ALKBH2	157	138	169	148	140	98
UNG	6228	5405	7048	6304	5493	4619
ACACB	445	363	460	504	467	347
FOXN4	3	0	4	6	0	3
RP11-256L11.1	0	0	0	0	0	0
MYO1H	9	8	4	11	6	3
KCTD10	2618	2168	2936	2895	2643	2239
UBE3B	2107	1793	2133	2141	1918	1530
MMAB	1221	1025	1216	1173	1105	874
MVK	1027	947	1254	1083	984	688
FAM222A	245	201	321	367	336	272
FAM222A-AS1	29	16	39	36	12	26
TRPV4	71	69	67	95	65	58
MIR4497	0	0	0	0	0	0
GLTP	2658	2203	2757	2755	2431	2022
TCHP	1084	829	1131	962	879	810
GIT2	1744	1446	1712	1795	1638	1305
ANKRD13A	2145	1854	2378	2338	2105	1666
C12orf76	271	235	312	255	214	165
IFT81	965	1051	1148	873	910	682
ATP2A2	34889	30819	37758	34681	31403	25773
ANAPC7	3076	2700	3412	3017	2605	2190
ARPC3	9083	7448	9644	9270	8408	7154
GPN3	996	873	1105	1112	951	761
FAM216A	441	388	544	451	383	329
VPS29	2720	2221	2833	2561	2428	1847
RAD9B	14	11	13	26	22	11
PPTC7	1796	1656	1995	1854	1663	1336
TCTN1	375	339	388	384	364	307
HVCN1	4	3	0	8	4	2
PPP1CC	13772	11453	14797	13526	12295	10024
CCDC63	0	1	1	3	3	3
MYL2	0	0	0	3	3	2
LOC100131138	0	0	0	0	1	0
CUX2	0	0	2	1	0	0
MIR6760	0	0	0	0	0	0
FAM109A	204	141	203	231	158	116
SH2B3	552	510	582	530	432	383
ATXN2	2618	2260	2885	2792	2623	2139
LOC102723619	8	1	4	5	6	7
BRAP	1102	970	1183	1175	1097	869
ACAD10	557	475	540	593	490	418
ALDH2	142	124	159	150	161	92
MIR6761	0	0	0	0	0	0
MAPKAPK5-AS1	516	406	531	398	403	317
MAPKAPK5	1021	913	1163	1078	948	839
ADAM1A	93	60	101	91	76	80
TMEM116	158	125	161	149	139	120
ERP29	1986	1849	2430	2041	1757	1493
NAA25	3507	3027	4010	3497	3187	2640
MIR3657	2	2	1	4	3	2
TRAFD1	3106	2784	3331	3097	2677	2244
HECTD4	3146	2728	3352	3680	3299	2700
MIR6861	0	0	0	0	0	0
RPL6	24901	20947	28057	26583	23230	19039
PTPN11	20168	16881	22240	22016	20301	15976
MIR1302-1	0	0	0	0	0	0
RPH3A	0	0	0	2	0	0
OAS1	794	877	602	172	126	95
OAS3	9892	9379	9846	4715	4314	3390
OAS2	1170	1074	714	96	94	60
LOC100506734	0	0	0	0	0	0
DTX1	8	4	4	12	2	3
RASAL1	62	41	52	42	31	30
CCDC42B	0	4	1	1	0	0
DDX54	3194	2824	3713	3054	2690	2238
MIR7106	0	0	0	0	0	0
RITA1	851	801	982	965	821	650
IQCD	30	14	29	23	27	19
TPCN1	842	681	881	863	750	615
MIR6762	0	0	0	0	0	1
SLC8B1	559	503	597	606	535	425
PLBD2	827	727	906	919	707	592
SDS	2	0	2	0	3	1
SDSL	137	133	172	142	136	92
LHX5	42	46	40	40	31	18
RP11-438N16.1	589	510	647	590	512	463
RBM19	1189	1047	1286	1185	1087	942
TBX5	0	0	0	0	0	0
TBX5-AS1	0	0	0	0	0	0
TBX3	243	214	264	232	172	175
LOC102723639	0	0	0	0	0	0
LOC101928199	0	0	0	0	2	0
LOC101928225	0	0	0	1	0	0
MED13L	5572	4868	5939	5772	5223	4182
MIR620	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0
LINC00173	4	5	4	4	9	4
MAP1LC3B2	11	4	23	7	12	11
C12orf49	2676	2181	2733	2940	2529	2033
RNFT2	150	116	186	145	143	90
HRK	9	12	14	12	10	5
FBXW8	414	318	431	453	363	285
RP11-231I16.1	1	1	1	0	1	1
TESC	9	4	4	2	5	8
LOC101928244	0	0	0	0	0	0
FBXO21	3260	2955	3747	3680	3268	2482
NOS1	5	8	7	11	8	8
KSR2	171	120	182	288	242	189
RFC5	3191	2883	3808	3478	3126	2599
WSB2	3925	3351	4196	3943	3395	2775
VSIG10	520	467	518	499	446	374
LOC101928274	37	34	40	31	34	18
PEBP1	8936	7647	10103	9626	8353	6827
TAOK3	5153	4144	5192	4777	4499	3637
SUDS3	6883	5606	6951	6385	5867	4620
SRRM4	0	0	0	0	0	0
LOC102723712	0	0	0	0	0	0
HSPB8	9	9	6	13	5	3
LINC00934	0	0	0	0	0	0
CCDC60	0	0	0	0	0	0
TMEM233	0	0	0	0	0	0
PRKAB1	768	647	817	802	637	558
CIT	5267	4511	5609	4884	4254	3678
MIR1178	0	0	0	0	0	0
LOC102723723	0	0	0	0	0	0
CCDC64	292	241	299	344	324	228
RAB35	3271	2909	3653	3308	3024	2426
LOC101928498	154	153	194	124	103	80
GCN1L1	14221	12563	15909	14711	12968	10199
MIR4498	0	0	0	0	0	0
RPLP0	72947	62554	82667	78099	68866	55325
PXN-AS1	72	69	74	69	69	56
PXN	11520	10081	12711	12077	10674	8732
RNU4-2	2	5	7	7	3	5
SIRT4	25	20	30	32	29	18
RNU4-1	0	0	0	0	0	0
PLA2G1B	0	0	0	1	1	0
MSI1	6	7	16	18	15	5
COX6A1	5082	4565	5701	5362	4695	3799
TRIAP1	1350	1168	1608	1483	1282	1038
GATC	3229	2753	3562	3116	2873	2404
SRSF9	4073	3566	4698	4257	3571	2913
DYNLL1	5706	4638	5953	6029	5480	4364
DYNLL1-AS1	361	274	373	298	275	245
COQ5	1476	1202	1448	1331	1098	909
RNF10	7155	6494	8039	7246	6370	5326
POP5	597	432	601	582	478	397
LOC101928300	1	2	1	1	6	3
CABP1	3	0	4	11	6	7
MLEC	17424	14717	18352	17761	16008	12711
UNC119B	3719	3194	4162	4189	3582	2986
MIR4700	0	0	0	0	0	0
ACADS	421	367	444	452	428	298
SPPL3	3825	3460	4351	3805	3447	2676
HNF1A-AS1	0	1	3	2	1	1
HNF1A	96	84	83	120	79	61
C12orf43	1059	932	1224	1121	922	748
OASL	6825	6405	5631	39	32	19
P2RX7	1	3	4	5	0	1
P2RX4	529	514	632	503	456	364
CAMKK2	2408	2258	2916	2243	2022	1559
ANAPC5	4804	4248	5380	4760	4260	3403
RNF34	1950	1547	2077	1879	1815	1500
KDM2B	2095	2030	2534	2101	1872	1528
MIR7107	0	1	0	0	2	0
LOC101928346	12	8	8	12	6	3
ORAI1	568	501	663	588	482	400
MORN3	19	26	24	30	35	25
TMEM120B	1021	878	1085	983	840	614
RHOF	205	217	291	253	229	168
LINC01089	370	250	360	279	208	230
SETD1B	3257	2500	3394	3262	2831	2212
HPD	20	24	8	28	21	10
PSMD9	1812	1526	2006	1833	1535	1229
WDR66	155	127	152	194	164	114
BCL7A	951	923	1019	880	764	623
LOC100506691	35	24	30	41	23	19
MLXIP	3412	2842	3750	3404	3119	2385
LRRC43	3	5	5	2	5	4
IL31	0	0	0	0	0	0
B3GNT4	29	23	26	33	24	21
DIABLO	1726	1465	1978	1746	1515	1164
LOC101593348	3	2	9	8	6	2
VPS33A	1133	908	1210	1121	957	791
CLIP1	9401	7807	9579	8406	7752	6690
RP11-450K4.1	35	17	33	22	37	28
ZCCHC8	1429	1090	1397	1255	980	889
RSRC2	4313	3812	4619	4096	3831	3441
KNTC1	4298	3984	4580	4292	3815	3377
HCAR2	760	616	593	335	265	220
HCAR3	340	271	252	164	134	119
HCAR1	2	1	0	2	1	1
DENR	12285	9989	12995	12640	11558	9568
CCDC62	24	17	23	19	23	18
HIP1R	1432	1402	1685	1287	1065	894
VPS37B	1886	1615	2026	1969	1716	1384
ABCB9	414	396	494	469	447	292
OGFOD2	436	354	489	424	372	276
ARL6IP4	3162	2858	3475	2952	2573	2298
PITPNM2	939	797	1099	904	763	615
MIR4304	0	0	0	0	0	0
RP11-197N18.7	0	0	0	1	0	1
MPHOSPH9	2702	2228	2692	2360	2189	1831
C12orf65	1147	945	1238	1062	921	744
CDK2AP1	6578	5583	7421	7732	7001	5620
SBNO1	9389	8146	10077	10055	9336	7529
LOC100293704	10	15	13	6	7	11
MIR8072	0	0	0	0	0	0
SETD8	4675	3907	5132	4394	4103	3251
RILPL2	573	480	611	648	638	505
SNRNP35	540	511	697	507	472	429
LOC102723867	6	6	2	8	6	2
RILPL1	685	550	805	629	538	414
MIR3908	0	0	0	1	0	0
RP11-486O12.2	53	41	56	39	38	18
TMED2	22530	18997	24747	24788	22749	18641
DDX55	1678	1413	1757	1708	1565	1310
EIF2B1	2991	2462	3197	2956	2554	2287
GTF2H3	5320	4587	5841	5585	5091	4130
TCTN2	604	524	631	521	509	436
ATP6V0A2	1567	1395	1738	1770	1643	1269
DNAH10	11	7	9	16	4	4
CCDC92	37	23	28	35	26	17
LOC102723902	0	0	0	0	0	0
ZNF664-FAM101A	4	0	2	0	1	0
ZNF664	8726	7450	9338	9591	8558	7319
FAM101A	0	0	0	0	0	0
NCOR2	10863	9530	11955	10398	9187	7389
MIR6880	0	0	0	0	0	1
LOC101927436	0	0	0	5	2	2
SCARB1	2243	1992	2524	2363	2119	1705
UBC	20320	17786	21410	20364	17994	15329
MIR5188	1	0	1	0	0	0
TRNAA23	0	0	2	1	1	0
TRNAD15	1	0	0	0	0	0
TRNAF2	0	0	0	0	0	0
TRNAD16	3	2	2	2	1	1
TRNAA32	2	0	3	0	2	2
DHX37	2347	1887	2400	2091	1859	1467
BRI3BP	1370	1063	1423	1481	1307	1052
AACS	3169	2598	3416	3370	2885	2475
TMEM132B	0	2	0	2	4	4
LINC00939	0	2	0	2	4	0
RP3-446N13.1	0	0	0	0	0	0
LOC101927491	0	0	0	0	0	0
LOC101927531	0	0	0	0	0	0
RP5-944M2.3	0	0	0	0	0	0
RP11-407A16.3	0	1	0	1	0	0
LINC00944	57	40	53	40	28	31
LINC00943	8	6	5	14	7	5
RP11-983C2.2	0	0	0	0	0	0
RP11-575F12.1	0	0	0	0	0	1
RP11-955H22.3	0	0	0	0	0	0
RP11-526P6.1	0	0	0	0	0	0
FLJ37505	0	0	0	0	0	0
LINC00507	0	0	0	0	0	0
RP13-653N12.1	0	0	0	0	0	0
RP13-653N12.2	0	0	0	0	0	0
MIR4419B	0	0	0	0	0	0
TMEM132C	0	0	0	0	0	0
MIR3612	0	0	0	0	0	0
SLC15A4	861	722	1034	808	716	552
LOC100128276	0	0	0	0	0	0
GLT1D1	1	0	0	1	0	1
TMEM132D	0	0	0	0	0	0
RP11-669N7.2	0	0	0	0	0	0
RP11-669N7.3	0	0	0	0	0	0
LOC101927710	0	0	2	0	0	0
RP11-474D1.3	0	0	0	0	0	0
FZD10-AS1	57	57	61	88	74	56
FZD10	249	229	272	331	248	230
LOC101927786	0	0	0	0	0	0
PIWIL1	0	0	0	0	0	0
RIMBP2	0	1	0	0	2	0
LOC102724010	0	0	0	0	0	0
LOC102724399	0	0	0	0	0	0
STX2	672	646	770	558	563	467
RAN	31674	27664	36189	31049	27308	22529
GPR133	3	2	1	7	3	4
RP11-638F5.1	1	0	0	0	0	0
LOC100128002	0	0	0	1	0	0
RP13-507P19.2	0	0	0	0	0	0
LOC102724412	0	0	0	0	0	0
LOC101929974	0	0	0	0	0	0
LOC102724051	0	0	0	0	0	0
LOC100996701	0	0	0	0	0	0
SFSWAP	2861	2477	3193	2838	2539	2097
MMP17	252	247	293	245	195	173
ULK1	1274	1105	1474	1606	1361	1116
LOC102724075	8	7	14	12	17	9
PUS1	1353	1255	1633	1385	1166	923
EP400	8213	7442	9169	8443	7456	6258
SNORA49	3	3	5	1	0	2
EP400NL	154	130	148	169	160	151
DDX51	996	834	1068	989	867	729
NOC4L	1379	1169	1493	1441	1206	946
LOC100996246	34	30	38	19	22	20
GALNT9	77	53	58	56	32	53
GALNT9_1	25	44	53	49	50	49
LOC100130238	67	45	65	46	61	42
RP13-895J2.7	0	0	1	2	3	1
LOC101928629	0	0	0	0	1	0
MUC8	3	1	3	0	0	0
FBRSL1	1808	1624	2151	1816	1588	1311
LOC100996573	57	45	65	63	57	49
MIR6763	0	0	0	1	0	0
LRCOL1	0	2	0	2	1	1
P2RX2	3	0	3	12	12	12
POLE	5736	5270	6679	5819	4919	4177
PXMP2	733	722	928	789	633	490
PGAM5	5032	4400	6006	4646	4191	3092
ANKLE2	5262	4666	5711	5026	4742	3673
LOC101928485	196	175	214	186	174	128
GOLGA3	5718	4909	6389	6309	5369	4264
CHFR	1272	1145	1431	1252	1144	896
LOC101928530	20	9	23	9	5	15
ZNF605	1238	1041	1229	1061	1014	904
ZNF26	558	473	624	571	517	435
RP11-386I8.6	0	0	0	0	0	1
ZNF84	912	736	940	810	812	736
ZNF140	671	582	766	704	641	596
ZNF891	164	168	204	175	146	93
ZNF10	187	167	198	263	203	208
ZNF268	1256	1076	1308	1342	1178	1001
ANHX	0	0	0	0	0	0
FAM230C	0	0	0	0	0	0
LOC101060157	0	0	0	0	0	0
LOC102724148	0	0	0	0	0	0
LINC00417	0	0	0	0	0	0
ANKRD20A9P	0	0	0	0	0	0
RNU6-55P	0	0	0	0	0	0
RNU6-76P	0	0	0	0	0	0
LINC00408	0	1	1	0	0	0
LINC00442	0	0	0	0	0	0
RNU6-52P	0	0	0	0	0	0
TUBA3C	0	0	0	0	0	0
LOC101928697	0	0	0	0	0	0
ANKRD26P3	4	9	2	2	3	9
LINC00421	0	0	0	0	0	0
TPTE2	2	0	6	6	3	3
MPHOSPH8	2179	1866	2258	2223	1878	1558
PSPC1	2572	2246	3073	2805	2404	2250
ZMYM5	611	518	658	683	576	524
LOC102724812	13	10	6	7	10	5
ZMYM2	6196	5531	6679	6213	5556	4804
GJA3	65	57	59	68	74	47
GJB2	184	225	270	409	360	324
GJB6	0	1	3	9	6	6
CRYL1	111	85	91	82	56	67
MIR4499	0	0	0	0	0	0
IFT88	371	334	389	334	280	280
IL17D	189	195	191	171	179	137
N6AMT2	267	206	262	235	207	178
XPO4	2811	2481	3189	3030	2544	2167
LINC00367	4	4	9	12	8	2
LATS2	783	791	953	958	814	679
SAP18	3391	2765	3615	3409	3175	2777
SKA3	1467	1126	1593	1501	1324	1056
MRP63	1107	936	1254	1088	958	767
LOC101928764	8	5	2	0	10	13
MIPEPP3	24	22	46	26	39	29
LINC00539	12	8	18	8	3	10
LOC102724879	2	0	1	1	3	3
ZDHHC20	10091	8410	10748	10514	9545	8014
MICU2	1357	1022	1342	1307	1279	1016
RNU6-59P	0	0	0	0	0	0
FGF9	0	1	0	6	2	0
LINC00424	0	0	0	0	0	0
LINC00540	0	0	0	0	0	0
BASP1P1	0	0	0	0	0	0
SGCG	0	0	1	1	0	0
RNU6-58P	0	0	0	0	0	0
SACS	1952	1775	2262	2127	1832	1546
SACS-AS1	0	0	0	0	0	0
LINC00327	1	3	0	0	1	2
LOC101928839	0	0	0	0	0	0
TNFRSF19	10	10	17	20	15	12
MIPEP	574	459	642	465	448	336
C1QTNF9B-AS1	0	0	1	3	3	0
C1QTNF9B	4	1	1	0	2	0
ANKRD20A19P	13	10	16	11	20	21
SPATA13	461	426	515	442	382	270
MIR2276	0	0	0	0	0	0
SPATA13-AS1	0	0	0	0	0	0
C1QTNF9	2	2	0	0	1	2
PARP4	3935	3176	4052	3780	3507	2674
LOC101927375	0	0	0	0	1	0
TPTE2P6	1	0	0	0	0	1
ATP12A	2	2	2	4	0	2
LOC101928867	9	9	4	1	3	0
RNF17	16	25	13	22	21	15
CENPJ	1403	1110	1448	1260	1065	960
LOC101928898	0	0	0	0	0	0
TPTE2P1	3	9	0	4	3	5
PABPC3	542	896	706	743	781	881
AMER2	0	0	0	0	0	0
LOC101928922	0	0	0	0	0	0
LOC102723318	0	0	0	0	0	0
MTMR6	2053	1670	2200	1716	1661	1302
NUPL1	6118	5223	6502	6336	5446	4423
ATP8A2	19	19	19	38	41	22
RNU6-78P	0	0	0	0	0	0
SHISA2	20	22	30	79	76	32
RNF6	4370	3530	4439	4569	4231	3493
LOC102724232	1	0	0	0	1	1
CDK8	1198	1086	1289	1248	1067	962
WASF3	2155	1891	2346	2136	1898	1488
GPR12	0	0	1	0	0	0
USP12	3193	2730	3620	3537	3233	2655
USP12-AS2	1	0	0	2	2	0
LOC102723332	5	3	5	5	3	3
RPL21	14133	12476	16306	14382	12825	11097
SNORD102	27	20	27	24	15	29
SNORA27	13	8	10	10	14	8
RASL11A	36	33	45	50	44	37
GTF3A	1166	980	1407	1207	1086	1003
MTIF3	482	390	432	423	345	335
RNU6-63P	0	0	0	0	0	0
LNX2	1189	1025	1281	1156	1078	905
POLR1D	3415	3003	3709	3281	2945	2565
GSX1	0	0	0	0	0	0
PDX1-AS1	0	5	5	2	2	2
PDX1	38	37	48	43	45	30
ATP5EP2	35	45	66	56	40	51
CDX2	1	1	0	1	0	1
URAD	0	0	0	0	0	0
FLT3	2	1	3	1	0	0
PAN3-AS1	0	0	0	0	5	0
PAN3	3048	2771	3390	3069	2760	2197
RNU6-82P	0	0	0	0	0	0
FLT1	18	5	8	16	33	10
POMP	3719	3262	4062	4240	3662	2982
SLC46A3	141	119	144	134	112	136
RNU6-53P	0	0	0	0	0	0
MTUS2	6	1	3	4	6	8
MTUS2-AS1	1	1	1	4	2	2
SLC7A1	11775	10337	13656	10810	9629	7572
LOC102724249	0	1	2	0	1	0
LOC102723345	14	16	15	13	21	8
UBL3	1154	954	1113	1328	1280	1003
LINC00297	0	0	0	0	0	0
LINC00572	0	0	0	0	0	0
LINC00544	0	0	0	0	0	0
LINC00384	0	0	0	0	0	0
KATNAL1	852	776	1013	928	850	709
LOC102723381	3	1	7	0	1	2
RNU6-64P	0	0	0	0	0	0
LINC00426	0	1	0	1	0	0
LOC102723372	0	0	0	0	0	0
HMGB1	26067	21500	28285	25221	23151	19087
USPL1	1185	1068	1268	1100	872	857
TRNAN7	0	0	0	0	0	0
ALOX5AP	1	2	2	2	2	1
LINC00398	0	0	0	0	0	0
LINC00545	0	0	0	0	0	0
TEX26-AS1	0	0	0	0	0	0
MEDAG	0	0	0	1	0	0
TEX26	1	0	0	0	0	0
LOC102723392	0	0	0	0	0	0
HSPH1	18602	14183	18207	17036	15358	12623
B3GALTL	546	444	516	497	461	386
RXFP2	0	0	0	0	0	0
EEF1DP3	3	2	4	0	4	0
FRY-AS1	0	0	0	1	0	0
FRY	32	26	34	60	55	48
ZAR1L	1	0	0	4	0	1
BRCA2	3285	2768	3479	3413	3277	2672
N4BP2L1	55	54	40	44	39	50
N4BP2L2	2229	1956	2252	2046	2012	1642
MINOS1P1	3	3	8	5	5	4
N4BP2L2-IT2	42	60	53	46	47	30
PDS5B	5259	4580	5663	5021	4698	3916
LINC00423	0	0	0	0	0	0
LOC101927403	0	0	0	0	0	0
KL	1	1	0	3	0	0
STARD13	548	516	626	613	512	440
STARD13-AS	4	1	0	2	1	1
LOC102723425	1	0	0	0	0	0
LOC102723406	0	0	1	0	0	0
RFC3	3309	2946	3562	3670	3101	2588
LINC00457	0	0	0	0	0	0
NBEA	323	259	260	247	235	183
MAB21L1	2	3	8	7	14	5
LINC00445	0	0	0	0	0	0
DCLK1	47	46	56	84	90	41
CCDC169-SOHLH2	0	0	0	0	0	0
SOHLH2	1	1	4	1	2	0
LOC102723477	0	0	0	0	1	0
CCDC169	11	18	16	7	6	6
RNU6-71P	0	0	0	0	0	0
SPG20	2556	2053	2558	2408	2199	1798
SPG20OS	14	4	8	3	4	3
CCNA1	311	248	300	227	198	175
SERTM1	0	0	0	0	0	0
LOC102723490	0	0	0	0	0	0
RFXAP	461	403	483	400	392	318
SMAD9	219	236	236	204	203	179
ALG5	839	736	972	869	833	712
EXOSC8	1602	1378	1745	1519	1295	1105
SUPT20H	1703	1407	1740	1770	1470	1267
CSNK1A1L	10	16	9	12	12	10
LINC00547	0	0	0	0	0	0
POSTN	0	0	0	0	0	0
TRPC4	5	1	4	8	8	5
LOC101929077	2	4	1	1	1	1
LINC00571	11	3	10	8	16	9
UFM1	2848	2459	2993	2695	2497	2006
LOC101929121	0	2	1	2	0	0
LINC00366	0	0	0	0	0	0
FREM2	427	310	468	459	414	370
RNU6-56P	0	0	0	0	0	0
STOML3	1	0	0	0	0	0
PROSER1	2509	2073	2659	2482	2203	1785
NHLRC3	694	655	681	647	584	563
LHFP	514	373	481	454	368	330
COG6	1302	1007	1218	1208	1141	920
MIR4305	0	0	0	0	1	0
LINC00332	0	0	0	0	0	0
LINC00548	0	0	0	0	0	0
LINC00598	3	2	7	0	2	1
FOXO1	412	359	411	480	454	328
MIR320D1	1	0	0	0	0	0
MRPS31	638	537	663	534	509	491
SLC25A15	789	717	906	820	679	592
TPTE2P5	47	38	51	50	34	32
MIR621	0	0	0	0	0	0
SUGT1P3	8	4	7	8	6	8
ELF1	4163	3523	4154	3810	3319	2887
TRNAE20	0	0	1	0	2	0
WBP4	992	837	1006	810	776	649
MIR3168	0	0	0	0	0	0
KBTBD6	877	762	939	889	876	625
LOC101929140	23	16	21	20	15	11
KBTBD7	449	400	426	386	356	257
MTRF1	301	285	310	285	228	206
NAA16	1060	910	1138	1053	980	841
RNU6-57P	1	0	0	0	1	2
OR7E37P	0	1	0	0	0	0
RGCC	33	42	61	42	28	47
VWA8	2321	2008	2442	2081	1931	1558
MIR5006	0	0	0	0	0	0
VWA8-AS1	3	7	7	3	6	1
DGKH	1269	1123	1374	1303	1244	1067
AKAP11	4805	4028	5096	4568	4236	3531
TNFSF11	5	2	3	4	5	1
FAM216B	0	0	0	0	0	0
EPSTI1	306	251	245	77	56	46
DNAJC15	1304	1122	1344	1252	1060	954
ENOX1	31	41	28	23	35	12
CCDC122	88	69	70	50	35	55
LACC1	92	87	80	100	94	60
LINC00284	0	0	0	0	0	0
SMIM2-AS1	0	4	3	5	3	1
SMIM2	0	2	0	1	3	0
SMIM2-IT1	0	0	0	0	0	1
MIR8079	0	0	0	0	0	0
SERP2	0	0	0	0	0	0
LOC102723579	0	0	0	0	0	0
LINC01071	0	0	0	0	0	0
TSC22D1	1372	1169	1445	1627	1528	1158
TSC22D1-AS1	9	15	16	11	9	12
LINC00330	0	0	0	0	1	0
TRNAE7	0	3	0	0	0	0
NUFIP1	603	505	640	531	515	410
GPALPP1	1198	978	1323	1166	1046	980
LOC101929259	0	0	0	0	0	0
GTF2F2	1915	1670	2174	1965	1680	1364
RNU6-69P	0	0	0	0	0	0
KCTD4	0	0	3	4	1	1
TPT1	39214	34556	41978	35838	32230	28018
SNORA31	0	0	0	0	0	0
TPT1-AS1	120	111	115	107	91	100
SLC25A30	757	619	762	712	651	556
COG3	1446	1242	1525	1441	1177	1076
FAM194B	0	0	1	0	0	0
SPERT	8	14	8	18	11	10
SIAH3	34	36	44	47	35	25
ZC3H13	5010	4114	5196	5204	4830	4384
CPB2-AS1	14	7	12	3	10	1
CPB2	7	6	7	4	3	3
LCP1	1501	1427	1819	1283	1175	906
LRRC63	0	0	0	1	0	1
LINC00563	0	0	0	0	0	0
KIAA0226L	20	24	22	29	30	23
RNU6-68P	0	0	0	0	0	0
RP11-189B4.6	0	0	0	0	0	0
LOC101929368	0	0	0	0	0	0
LRCH1	1174	1018	1150	1187	1039	829
ESD	2446	2156	2633	2306	1927	1653
HTR2A	0	0	0	0	0	0
HTR2A-AS1	0	0	0	0	0	0
SUCLA2	2914	2516	3096	2869	2734	2143
LOC101929410	8	11	11	13	7	5
NUDT15	2501	2077	2713	2480	2260	1913
MED4	1010	973	1202	1052	964	851
MED4-AS1	4	0	0	0	1	0
ITM2B	10948	9415	10927	10048	9239	7641
LINC00441	2	0	0	3	1	2
RB1	4821	3946	4833	4572	4095	3592
LOC101929434	1	0	1	1	0	0
LPAR6	93	76	108	89	93	72
RCBTB2	241	207	278	310	290	256
LINC00462	0	0	0	0	0	0
CYSLTR2	0	0	2	0	0	0
FNDC3A	5110	4522	5002	3930	3499	2954
MLNR	5	3	5	5	3	2
CDADC1	231	199	217	217	211	127
LOC102723669	1	0	0	0	0	1
CAB39L	275	231	312	249	245	187
